Time [s],Channel 0
0.885243122,0.003
0.885293042,0.003
0.885342962,0.003
0.885392882,0.003
0.885442802,0.003
0.885492722,0.003
0.885542642,0.003
0.885592562,0.003
0.885642482,0.003
0.885692402,0.003
0.885742322,0.003
0.885792242,0.003
0.885842162,0.003
0.885892082,0.003
0.885942002,0.003
0.885991922,0.003
0.886041842,0.003
0.886091762,0.003
0.886141682,0.003
0.886191602,0.003
0.886241522,0.003
0.886291442,0.003
0.886341362,0.003
0.886391282,0.003
0.886441202,0.003
0.886491122,0.003
0.886541042,0.003
0.886590962,0.003
0.886640882,0.003
0.886690802,0.003
0.886740722,0.003
0.886790642,0.003
0.886840562,0.003
0.886890482,0.003
0.886940402,0.003
0.886990322,0.003
0.887040242,0.003
0.887090162,0.003
0.887140082,0.003
0.887190002,0.003
0.887239922,0.003
0.887289842,0.003
0.887339762,0.003
0.887389682,0.003
0.887439602,0.003
0.887489522,0.003
0.887539442,0.003
0.887589362,0.003
0.887639282,-0.002
0.887689202,0.003
0.887739122,0.003
0.887789042,0.003
0.887838962,0.003
0.887888882,0.003
0.887938802,0.003
0.887988722,0.003
0.888038642,0.003
0.888088562,0.003
0.888138482,0.003
0.888188402,0.003
0.888238322,0.003
0.888288242,0.003
0.888338162,0.003
0.888388082,0.003
0.888438002,0.003
0.888487922,0.003
0.888537842,0.003
0.888587762,0.003
0.888637682,0.003
0.888687602,0.003
0.888737522,0.003
0.888787442,0.003
0.888837362,-0.002
0.888887282,0.003
0.888937202,-0.002
0.888987122,0.003
0.889037042,0.003
0.889086962,0.003
0.889136882,0.003
0.889186802,0.003
0.889236722,0.003
0.889286642,0.003
0.889336562,-0.002
0.889386482,-0.002
0.889436402,0.003
0.889486322,0.003
0.889536242,0.003
0.889586162,0.003
0.889636082,0.003
0.889686002,0.003
0.889735922,0.003
0.889785842,0.003
0.889835762,0.003
0.889885682,0.003
0.889935602,0.003
0.889985522,0.003
0.890035442,0.003
0.890085362,0.003
0.890135282,0.003
0.890185202,0.003
0.890235122,0.003
0.890285042,0.003
0.890334962,0.003
0.890384882,0.003
0.890434802,0.003
0.890484722,0.003
0.890534642,0.003
0.890584562,0.003
0.890634482,0.003
0.890684402,0.003
0.890734322,0.003
0.890784242,0.003
0.890834162,0.003
0.890884082,0.003
0.890934002,0.003
0.890983922,0.003
0.891033842,0.003
0.891083762,0.003
0.891133682,0.003
0.891183602,0.003
0.891233522,0.003
0.891283442,0.003
0.891333362,0.003
0.891383282,0.003
0.891433202,0.003
0.891483122,0.003
0.891533042,0.003
0.891582962,0.003
0.891632882,0.003
0.891682802,0.003
0.891732722,0.003
0.891782642,0.003
0.891832562,0.003
0.891882482,0.003
0.891932402,0.003
0.891982322,0.003
0.892032242,0.003
0.892082162,0.003
0.892132082,0.003
0.892182002,0.003
0.892231922,0.003
0.892281842,0.003
0.892331762,0.003
0.892381682,0.003
0.892431602,-0.002
0.892481522,0.003
0.892531442,0.003
0.892581362,0.003
0.892631282,0.003
0.892681202,-0.002
0.892731122,0.003
0.892781042,0.003
0.892830962,0.003
0.892880882,0.003
0.892930802,-0.002
0.892980722,0.003
0.893030642,0.003
0.893080562,0.003
0.893130482,0.003
0.893180402,0.003
0.893230322,0.003
0.893280242,0.003
0.893330162,0.003
0.893380082,0.003
0.893430002,0.003
0.893479922,0.003
0.893529842,0.003
0.893579762,-0.002
0.893629682,-0.002
0.893679602,0.003
0.893729522,0.003
0.893779442,0.003
0.893829362,0.003
0.893879282,0.003
0.893929202,0.003
0.893979122,0.003
0.894029042,0.003
0.894078962,0.003
0.894128882,0.003
0.894178802,0.003
0.894228722,0.003
0.894278642,0.003
0.894328562,0.003
0.894378482,0.003
0.894428402,0.003
0.894478322,0.003
0.894528242,0.003
0.894578162,0.003
0.894628082,0.003
0.894678002,0.003
0.894727922,0.003
0.894777842,0.003
0.894827762,0.003
0.894877682,-0.002
0.894927602,0.003
0.894977522,0.003
0.895027442,0.003
0.895077362,0.003
0.895127282,0.003
0.895177202,0.003
0.895227122,0.003
0.895277042,0.003
0.895326962,0.003
0.895376882,0.003
0.895426802,0.003
0.895476722,0.003
0.895526642,0.003
0.895576562,0.003
0.895626482,0.003
0.895676402,0.003
0.895726322,0.003
0.895776242,0.003
0.895826162,0.003
0.895876082,0.003
0.895926002,0.003
0.895975922,0.003
0.896025842,0.003
0.896075762,0.003
0.896125682,0.003
0.896175602,0.003
0.896225522,0.003
0.896275442,0.003
0.896325362,0.003
0.896375282,0.003
0.896425202,0.003
0.896475122,0.003
0.896525042,0.003
0.896574962,0.003
0.896624882,0.003
0.896674802,0.003
0.896724722,0.003
0.896774642,0.003
0.896824562,0.003
0.896874482,0.003
0.896924402,0.003
0.896974322,0.003
0.897024242,0.003
0.897074162,0.003
0.897124082,0.003
0.897174002,0.003
0.897223922,0.003
0.897273842,0.003
0.897323762,0.003
0.897373682,0.003
0.897423602,0.003
0.897473522,0.003
0.897523442,0.003
0.897573362,0.003
0.897623282,0.003
0.897673202,-0.002
0.897723122,0.003
0.897773042,0.003
0.897822962,0.003
0.897872882,0.003
0.897922802,0.003
0.897972722,0.003
0.898022642,0.003
0.898072562,0.003
0.898122482,0.003
0.898172402,0.003
0.898222322,0.003
0.898272242,0.003
0.898322162,0.003
0.898372082,0.003
0.898422002,0.003
0.898471922,0.003
0.898521842,0.003
0.898571762,0.003
0.898621682,0.003
0.898671602,0.003
0.898721522,0.003
0.898771442,0.003
0.898821362,0.003
0.898871282,0.003
0.898921202,0.003
0.898971122,0.003
0.899021042,0.003
0.899070962,0.003
0.899120882,0.003
0.899170802,0.003
0.899220722,0.003
0.899270642,0.003
0.899320562,0.003
0.899370482,0.003
0.899420402,0.003
0.899470322,0.003
0.899520242,0.003
0.899570162,0.003
0.899620082,0.003
0.899670002,0.003
0.899719922,0.003
0.899769842,-0.002
0.899819762,0.003
0.899869682,0.003
0.899919602,0.003
0.899969522,0.003
0.900019442,0.003
0.900069362,0.003
0.900119282,0.003
0.900169202,0.003
0.900219122,0.003
0.900269042,0.003
0.900318962,0.003
0.900368882,0.003
0.900418802,0.003
0.900468722,0.003
0.900518642,0.003
0.900568562,0.003
0.900618482,0.003
0.900668402,0.003
0.900718322,0.003
0.900768242,0.003
0.900818162,0.003
0.900868082,0.003
0.900918002,0.003
0.900967922,0.003
0.901017842,0.003
0.901067762,0.003
0.901117682,0.003
0.901167602,0.003
0.901217522,0.003
0.901267442,0.003
0.901317362,0.003
0.901367282,0.003
0.901417202,0.003
0.901467122,0.003
0.901517042,0.003
0.901566962,0.003
0.901616882,0.003
0.901666802,0.003
0.901716722,0.003
0.901766642,0.003
0.901816562,0.003
0.901866482,0.003
0.901916402,0.003
0.901966322,0.003
0.902016242,0.003
0.902066162,0.003
0.902116082,0.003
0.902166002,0.003
0.902215922,0.003
0.902265842,0.003
0.902315762,0.003
0.902365682,0.003
0.902415602,0.003
0.902465522,0.003
0.902515442,0.003
0.902565362,0.003
0.902615282,0.003
0.902665202,0.003
0.902715122,0.003
0.902765042,0.003
0.902814962,0.003
0.902864882,0.003
0.902914802,0.003
0.902964722,0.003
0.903014642,0.003
0.903064562,-0.002
