Time [s],TrunkUnknown,LUUnknown1,LUUnknown2,LUUnknown3,LUUnknown4,LUKnown,Clock
2.852231282,1,1,0,1,1,0,1
2.852281202,1,1,1,1,1,1,1
2.852331122,1,1,1,1,1,1,1
2.852381042,1,1,1,1,1,1,1
2.852430962,1,1,1,1,1,1,1
2.852480882,1,1,1,1,1,1,1
2.852530802,1,1,1,1,1,1,1
2.852580722,1,1,1,1,1,1,1
2.852630642,1,1,1,1,1,1,1
2.852680562,1,1,1,1,1,1,1
2.852730482,1,1,1,1,1,1,1
2.852780402,1,1,1,1,1,1,1
2.852830322,1,1,1,1,1,1,0
2.852880242,1,1,1,1,1,1,0
2.852930162,1,1,1,1,1,1,0
2.852980082,1,1,1,1,1,1,0
2.853030002,1,1,1,1,1,1,0
2.853079922,1,1,1,1,1,1,0
2.853129842,1,1,1,1,1,1,0
2.853179762,1,1,1,1,1,1,0
2.853229682,1,1,1,1,1,1,0
2.853279602,1,1,1,1,1,1,0
2.853329522,1,1,1,1,1,1,0
2.853379442,1,1,1,1,1,1,0
2.853429362,1,1,1,1,1,1,0
2.853479282,0,0,0,0,0,0,1
2.853529202,0,0,0,0,0,0,1
2.853579122,0,0,0,0,0,0,1
2.853629042,0,0,0,0,0,0,1
2.853678962,0,0,0,0,0,0,1
2.853728882,0,0,0,0,0,0,1
2.853778802,0,0,0,0,0,0,1
2.853828722,0,0,0,0,0,0,1
2.853878642,0,0,0,0,0,0,1
2.853928562,0,0,0,0,0,0,1
2.853978482,0,0,0,0,0,0,1
2.854028402,0,0,0,0,0,0,1
2.854078322,0,0,0,0,0,0,0
2.854128242,0,0,0,0,0,0,0
2.854178162,0,0,0,0,0,0,0
2.854228082,0,0,0,0,0,0,0
2.854278002,0,0,0,0,0,0,0
2.854327922,0,0,0,0,0,0,0
2.854377842,0,0,0,0,0,0,0
2.854427762,0,0,0,0,0,0,0
2.854477682,0,0,0,0,0,0,0
2.854527602,0,0,0,0,0,0,0
2.854577522,0,0,0,0,0,0,0
2.854627442,0,0,0,0,0,0,0
2.854677362,0,0,0,0,0,0,0
2.854727282,1,1,0,1,1,1,1
2.854777202,1,1,1,1,1,1,1
2.854827122,1,1,1,1,1,1,1
2.854877042,1,1,1,1,1,1,1
2.854926962,1,1,1,1,1,1,1
2.854976882,1,1,1,1,1,1,1
2.855026802,1,1,1,1,1,1,1
2.855076722,1,1,1,1,1,1,1
2.855126642,1,1,1,1,1,1,1
2.855176562,1,1,1,1,1,1,1
2.855226482,1,1,1,1,1,1,1
2.855276402,1,1,1,1,1,1,1
2.855326322,1,1,1,1,1,1,0
2.855376242,1,1,1,1,1,1,0
2.855426162,1,1,1,1,1,1,0
2.855476082,1,1,1,1,1,1,0
2.855526002,1,1,1,1,1,1,0
2.855575922,1,1,1,1,1,1,0
2.855625842,1,1,1,1,1,1,0
2.855675762,1,1,1,1,1,1,0
2.855725682,1,1,1,1,1,1,0
2.855775602,1,1,1,1,1,1,0
2.855825522,1,1,1,1,1,1,0
2.855875442,1,1,1,1,1,1,0
2.855925362,1,1,1,1,1,1,0
2.855975282,1,1,1,1,1,1,1
2.856025202,1,1,1,1,1,1,1
2.856075122,1,1,1,1,1,1,1
2.856125042,1,1,1,1,1,1,1
2.856174962,1,1,1,1,1,1,1
2.856224882,1,1,1,1,1,1,1
2.856274802,1,1,1,1,1,1,1
2.856324722,1,1,1,1,1,1,1
2.856374642,1,1,1,1,1,1,1
2.856424562,1,1,1,1,1,1,1
2.856474482,1,1,1,1,1,1,1
2.856524402,1,1,1,1,1,1,1
2.856574322,1,1,1,1,1,1,0
2.856624242,1,1,1,1,1,1,0
2.856674162,1,1,1,1,1,1,0
2.856724082,1,1,1,1,1,1,0
2.856774002,1,1,1,1,1,1,0
2.856823922,1,1,1,1,1,1,0
2.856873842,1,1,1,1,1,1,0
2.856923762,1,1,1,1,1,1,0
2.856973682,1,1,1,1,1,1,0
2.857023602,1,1,1,1,1,1,0
2.857073522,1,1,1,1,1,1,0
2.857123442,1,1,1,1,1,1,0
2.857173362,1,1,1,1,1,1,0
2.857223282,1,1,1,1,1,1,1
2.857273202,1,1,1,1,1,1,1
2.857323122,1,1,1,1,1,1,1
2.857373042,1,1,1,1,1,1,1
2.857422962,1,1,1,1,1,1,1
2.857472882,1,1,1,1,1,1,1
2.857522802,1,1,1,1,1,1,1
2.857572722,1,1,1,1,1,1,1
2.857622642,1,1,1,1,1,1,1
2.857672562,1,1,1,1,1,1,1
2.857722482,1,1,1,1,1,1,1
2.857772402,1,1,1,1,1,1,1
2.857822322,1,1,1,1,1,1,0
2.857872242,1,1,1,1,1,1,0
2.857922162,1,1,1,1,1,1,0
2.857972082,1,1,1,1,1,1,0
2.858022002,1,1,1,1,1,1,0
2.858071922,1,1,1,1,1,1,0
2.858121842,1,1,1,1,1,1,0
2.858171762,1,1,1,1,1,1,0
2.858221682,1,1,1,1,1,1,0
2.858271602,1,1,1,1,1,1,0
2.858321522,1,1,1,1,1,1,0
2.858371442,1,1,1,1,1,1,0
2.858421362,0,0,1,0,0,0,0
2.858471282,0,0,0,0,0,0,1
2.858521202,0,0,0,0,0,0,1
2.858571122,0,0,0,0,0,0,1
2.858621042,0,0,0,0,0,0,1
2.858670962,0,0,0,0,0,0,1
2.858720882,0,0,0,0,0,0,1
2.858770802,0,0,0,0,0,0,1
2.858820722,0,0,0,0,0,0,1
2.858870642,0,0,0,0,0,0,1
2.858920562,0,0,0,0,0,0,1
2.858970482,0,0,0,0,0,0,1
2.859020402,0,0,0,0,0,0,1
2.859070322,0,0,0,0,0,0,0
2.859120242,0,0,0,0,0,0,0
2.859170162,0,0,0,0,0,0,0
2.859220082,0,0,0,0,0,0,0
2.859270002,0,0,0,0,0,0,0
2.859319922,0,0,0,0,0,0,0
2.859369842,0,0,0,0,0,0,0
2.859419762,0,0,0,0,0,0,0
2.859469682,0,0,0,0,0,0,0
2.859519602,0,0,0,0,0,0,0
2.859569522,0,0,0,0,0,0,0
2.859619442,0,0,0,0,0,0,0
2.859669362,0,0,0,0,0,0,0
2.859719282,0,0,0,0,0,0,1
2.859769202,0,0,0,0,0,0,1
2.859819122,0,0,0,0,0,0,1
2.859869042,0,0,0,0,0,0,1
2.859918962,0,0,0,0,0,0,1
2.859968882,0,0,0,0,0,0,1
2.860018802,0,0,0,0,0,0,1
2.860068722,0,0,0,0,0,0,1
2.860118642,0,0,0,0,0,0,1
2.860168562,0,0,0,0,0,0,1
2.860218482,0,0,0,0,0,0,1
2.860268402,0,0,0,0,0,0,0
2.860318322,0,0,0,0,0,0,0
2.860368242,0,0,0,0,0,0,0
2.860418162,0,0,0,0,0,0,0
2.860468082,0,0,0,0,0,0,0
2.860518002,0,0,0,0,0,0,0
2.860567922,0,0,0,0,0,0,0
2.860617842,0,0,0,0,0,0,0
2.860667762,0,0,0,0,0,0,0
2.860717682,0,0,0,0,0,0,0
2.860767602,0,0,0,0,0,0,0
2.860817522,0,0,0,0,0,0,0
2.860867442,0,0,0,0,0,0,0
2.860917362,0,0,0,1,0,1,1
2.860967282,1,1,1,1,1,1,1
2.861017202,1,1,1,1,1,1,1
2.861067122,1,1,1,1,1,1,1
2.861117042,1,1,1,1,1,1,1
2.861166962,1,1,1,1,1,1,1
2.861216882,1,1,1,1,1,1,1
2.861266802,1,1,1,1,1,1,1
2.861316722,1,1,1,1,1,1,1
2.861366642,1,1,1,1,1,1,1
2.861416562,1,1,1,1,1,1,1
2.861466482,1,1,1,1,1,1,1
2.861516402,1,1,1,1,1,1,0
2.861566322,1,1,1,1,1,1,0
2.861616242,1,1,1,1,1,1,0
2.861666162,1,1,1,1,1,1,0
2.861716082,1,1,1,1,1,1,0
2.861766002,1,1,1,1,1,1,0
2.861815922,1,1,1,1,1,1,0
2.861865842,1,1,1,1,1,1,0
2.861915762,1,1,1,1,1,1,0
2.861965682,1,1,1,1,1,1,0
2.862015602,1,1,1,1,1,1,0
2.862065522,1,1,1,1,1,1,0
2.862115442,1,1,1,1,1,1,0
2.862165362,0,0,1,0,0,0,1
2.862215282,0,0,0,0,0,0,1
2.862265202,0,0,0,0,0,0,1
2.862315122,0,0,0,0,0,0,1
2.862365042,0,0,0,0,0,0,1
2.862414962,0,0,0,0,0,0,1
2.862464882,0,0,0,0,0,0,1
2.862514802,0,0,0,0,0,0,1
2.862564722,0,0,0,0,0,0,1
2.862614642,0,0,0,0,0,0,1
2.862664562,0,0,0,0,0,0,1
2.862714482,0,0,0,0,0,0,1
2.862764402,0,0,0,0,0,0,0
2.862814322,0,0,0,0,0,0,0
2.862864242,0,0,0,0,0,0,0
2.862914162,0,0,0,0,0,0,0
2.862964082,0,0,0,0,0,0,0
2.863014002,0,0,0,0,0,0,0
2.863063922,0,0,0,0,0,0,0
2.863113842,0,0,0,0,0,0,0
2.863163762,0,0,0,0,0,0,0
2.863213682,0,0,0,0,0,0,0
2.863263602,0,0,0,0,0,0,0
2.863313522,0,0,0,0,0,0,0
2.863363442,0,0,0,0,0,0,0
2.863413362,0,0,0,1,0,0,1
2.863463282,1,1,1,1,1,1,1
2.863513202,1,1,1,1,1,1,1
2.863563122,1,1,1,1,1,1,1
2.863613042,1,1,1,1,1,1,1
2.863662962,1,1,1,1,1,1,1
2.863712882,1,1,1,1,1,1,1
2.863762802,1,1,1,1,1,1,1
2.863812722,1,1,1,1,1,1,1
2.863862642,1,1,1,1,1,1,1
2.863912562,1,1,1,1,1,1,1
2.863962482,1,1,1,1,1,1,1
2.864012402,1,1,1,1,1,1,0
2.864062322,1,1,1,1,1,1,0
2.864112242,1,1,1,1,1,1,0
2.864162162,1,1,1,1,1,1,0
2.864212082,1,1,1,1,1,1,0
2.864262002,1,1,1,1,1,1,0
2.864311922,1,1,1,1,1,1,0
2.864361842,1,1,1,1,1,1,0
2.864411762,1,1,1,1,1,1,0
2.864461682,1,1,1,1,1,1,0
2.864511602,1,1,1,1,1,1,0
2.864561522,1,1,1,1,1,1,0
2.864611442,1,1,1,1,1,1,0
2.864661362,1,0,1,0,0,1,1
2.864711282,1,0,0,0,0,0,1
2.864761202,1,0,0,0,0,0,1
2.864811122,1,0,0,0,0,0,1
2.864861042,1,0,0,0,0,0,1
2.864910962,1,0,0,0,0,0,1
2.864960882,1,0,0,0,0,0,1
2.865010802,1,0,0,0,0,0,1
2.865060722,1,0,0,0,0,0,1
2.865110642,1,0,0,0,0,0,1
2.865160562,1,0,0,0,0,0,1
2.865210482,1,0,0,0,0,0,1
2.865260402,1,0,0,0,0,0,0
2.865310322,1,0,0,0,0,0,0
2.865360242,1,0,0,0,0,0,0
2.865410162,1,0,0,0,0,0,0
2.865460082,1,0,0,0,0,0,0
2.865510002,1,0,0,0,0,0,0
2.865559922,1,0,0,0,0,0,0
2.865609842,1,0,0,0,0,0,0
2.865659762,1,0,0,0,0,0,0
2.865709682,1,0,0,0,0,0,0
2.865759602,1,0,0,0,0,0,0
2.865809522,1,0,0,0,0,0,0
2.865859442,1,0,0,0,0,0,0
2.865909362,0,1,0,1,1,0,1
2.865959282,0,1,1,1,1,1,1
2.866009202,0,1,1,1,1,1,1
2.866059122,0,1,1,1,1,1,1
2.866109042,0,1,1,1,1,1,1
2.866158962,0,1,1,1,1,1,1
2.866208882,0,1,1,1,1,1,1
2.866258802,0,1,1,1,1,1,1
2.866308722,0,1,1,1,1,1,1
2.866358642,0,1,1,1,1,1,1
2.866408562,0,1,1,1,1,1,1
2.866458482,0,1,1,1,1,1,1
2.866508402,0,1,1,1,1,1,0
2.866558322,0,1,1,1,1,1,0
2.866608242,0,1,1,1,1,1,0
2.866658162,0,1,1,1,1,1,0
2.866708082,0,1,1,1,1,1,0
2.866758002,0,1,1,1,1,1,0
2.866807922,0,1,1,1,1,1,0
2.866857842,0,1,1,1,1,1,0
2.866907762,0,1,1,1,1,1,0
2.866957682,0,1,1,1,1,1,0
2.867007602,0,1,1,1,1,1,0
2.867057522,0,1,1,1,1,1,0
2.867107442,0,1,1,1,1,1,0
2.867157362,0,1,1,1,1,1,1
2.867207282,0,1,1,1,1,1,1
2.867257202,0,1,1,1,1,1,1
2.867307122,0,1,1,1,1,1,1
2.867357042,0,1,1,1,1,1,1
2.867406962,0,1,1,1,1,1,1
2.867456882,0,1,1,1,1,1,1
2.867506802,0,1,1,1,1,1,1
2.867556722,0,1,1,1,1,1,1
2.867606642,0,1,1,1,1,1,1
2.867656562,0,1,1,1,1,1,1
2.867706482,0,1,1,1,1,1,1
2.867756402,0,1,1,1,1,1,0
2.867806322,0,1,1,1,1,1,0
2.867856242,0,1,1,1,1,1,0
2.867906162,0,1,1,1,1,1,0
2.867956082,0,1,1,1,1,1,0
2.868006002,0,1,1,1,1,1,0
2.868055922,0,1,1,1,1,1,0
2.868105842,0,1,1,1,1,1,0
2.868155762,0,1,1,1,1,1,0
2.868205682,0,1,1,1,1,1,0
2.868255602,0,1,1,1,1,1,0
2.868305522,0,1,1,1,1,1,0
2.868355442,0,1,1,1,1,1,0
2.868405362,1,0,1,0,0,0,1
2.868455282,1,0,0,0,0,0,1
2.868505202,1,0,0,0,0,0,1
2.868555122,1,0,0,0,0,0,1
2.868605042,1,0,0,0,0,0,1
2.868654962,1,0,0,0,0,0,1
2.868704882,1,0,0,0,0,0,1
2.868754802,1,0,0,0,0,0,1
2.868804722,1,0,0,0,0,0,1
2.868854642,1,0,0,0,0,0,1
2.868904562,1,0,0,0,0,0,1
2.868954482,1,0,0,0,0,0,1
2.869004402,1,0,0,0,0,0,0
2.869054322,1,0,0,0,0,0,0
2.869104242,1,0,0,0,0,0,0
2.869154162,1,0,0,0,0,0,0
2.869204082,1,0,0,0,0,0,0
2.869254002,1,0,0,0,0,0,0
2.869303922,1,0,0,0,0,0,0
2.869353842,1,0,0,0,0,0,0
2.869403762,1,0,0,0,0,0,0
2.869453682,1,0,0,0,0,0,0
2.869503602,1,0,0,0,0,0,0
2.869553522,1,0,0,0,0,0,0
2.869603442,1,0,0,0,0,0,0
2.869653362,1,1,1,1,1,1,1
2.869703282,1,1,1,1,1,1,1
2.869753202,1,1,1,1,1,1,1
2.869803122,1,1,1,1,1,1,1
2.869853042,1,1,1,1,1,1,1
2.869902962,1,1,1,1,1,1,1
2.869952882,1,1,1,1,1,1,1
2.870002802,1,1,1,1,1,1,1
2.870052722,1,1,1,1,1,1,1
2.870102642,1,1,1,1,1,1,1
2.870152562,1,1,1,1,1,1,1
2.870202482,1,1,1,1,1,1,1
2.870252402,1,1,1,1,1,1,0
2.870302322,1,1,1,1,1,1,0
2.870352242,1,1,1,1,1,1,0
2.870402162,1,1,1,1,1,1,0
2.870452082,1,1,1,1,1,1,0
2.870502002,1,1,1,1,1,1,0
2.870551922,1,1,1,1,1,1,0
2.870601842,1,1,1,1,1,1,0
2.870651762,1,1,1,1,1,1,0
2.870701682,1,1,1,1,1,1,0
2.870751602,1,1,1,1,1,1,0
2.870801522,1,1,1,1,1,1,0
2.870851442,1,1,1,1,1,1,0
2.870901362,1,1,1,1,1,1,1
2.870951282,1,1,1,1,1,1,1
2.871001202,1,1,1,1,1,1,1
2.871051122,1,1,1,1,1,1,1
2.871101042,1,1,1,1,1,1,1
2.871150962,1,1,1,1,1,1,1
2.871200882,1,1,1,1,1,1,1
2.871250802,1,1,1,1,1,1,1
2.871300722,1,1,1,1,1,1,1
2.871350642,1,1,1,1,1,1,1
2.871400562,1,1,1,1,1,1,1
2.871450482,1,1,1,1,1,1,1
2.871500402,1,1,1,1,1,1,0
2.871550322,1,1,1,1,1,1,0
2.871600242,1,1,1,1,1,1,0
2.871650162,1,1,1,1,1,1,0
2.871700082,1,1,1,1,1,1,0
2.871750002,1,1,1,1,1,1,0
2.871799922,1,1,1,1,1,1,0
2.871849842,1,1,1,1,1,1,0
2.871899762,1,1,1,1,1,1,0
2.871949682,1,1,1,1,1,1,0
2.871999602,1,1,1,1,1,1,0
2.872049522,1,1,1,1,1,1,0
2.872099442,1,0,1,0,1,0,0
2.872149362,0,0,0,0,0,0,1
2.872199282,0,0,0,0,0,0,1
2.872249202,0,0,0,0,0,0,1
2.872299122,0,0,0,0,0,0,1
2.872349042,0,0,0,0,0,0,1
2.872398962,0,0,0,0,0,0,1
2.872448882,0,0,0,0,0,0,1
2.872498802,0,0,0,0,0,0,1
2.872548722,0,0,0,0,0,0,1
2.872598642,0,0,0,0,0,0,1
2.872648562,0,0,0,0,0,0,1
2.872698482,0,0,0,0,0,0,1
2.872748402,0,0,0,0,0,0,0
2.872798322,0,0,0,0,0,0,0
2.872848242,0,0,0,0,0,0,0
2.872898162,0,0,0,0,0,0,0
2.872948082,0,0,0,0,0,0,0
2.872998002,0,0,0,0,0,0,0
2.873047922,0,0,0,0,0,0,0
2.873097842,0,0,0,0,0,0,0
2.873147762,0,0,0,0,0,0,0
2.873197682,0,0,0,0,0,0,0
2.873247602,0,0,0,0,0,0,0
2.873297522,0,0,0,0,0,0,0
2.873347442,0,0,0,0,0,0,0
2.873397362,0,0,0,0,0,0,1
2.873447282,0,0,0,0,0,0,1
2.873497202,0,0,0,0,0,0,1
2.873547122,0,0,0,0,0,0,1
2.873597042,0,0,0,0,0,0,1
2.873646962,0,0,0,0,0,0,1
2.873696882,0,0,0,0,0,0,1
2.873746802,0,0,0,0,0,0,1
2.873796722,0,0,0,0,0,0,1
2.873846642,0,0,0,0,0,0,1
2.873896562,0,0,0,0,0,0,1
2.873946482,0,0,0,0,0,0,1
2.873996402,0,0,0,0,0,0,0
2.874046322,0,0,0,0,0,0,0
2.874096242,0,0,0,0,0,0,0
2.874146162,0,0,0,0,0,0,0
2.874196082,0,0,0,0,0,0,0
2.874246002,0,0,0,0,0,0,0
2.874295922,0,0,0,0,0,0,0
2.874345842,0,0,0,0,0,0,0
2.874395762,0,0,0,0,0,0,0
2.874445682,0,0,0,0,0,0,0
2.874495602,0,0,0,0,0,0,0
2.874545522,0,0,0,0,0,0,0
2.874595442,0,0,0,0,0,0,0
2.874645362,1,1,0,1,1,1,1
2.874695282,1,1,1,1,1,1,1
2.874745202,1,1,1,1,1,1,1
2.874795122,1,1,1,1,1,1,1
2.874845042,1,1,1,1,1,1,1
2.874894962,1,1,1,1,1,1,1
2.874944882,1,1,1,1,1,1,1
2.874994802,1,1,1,1,1,1,1
2.875044722,1,1,1,1,1,1,1
2.875094642,1,1,1,1,1,1,1
2.875144562,1,1,1,1,1,1,1
2.875194482,1,1,1,1,1,1,1
2.875244402,1,1,1,1,1,1,0
2.875294322,1,1,1,1,1,1,0
2.875344242,1,1,1,1,1,1,0
2.875394162,1,1,1,1,1,1,0
2.875444082,1,1,1,1,1,1,0
2.875494002,1,1,1,1,1,1,0
2.875543922,1,1,1,1,1,1,0
2.875593842,1,1,1,1,1,1,0
2.875643762,1,1,1,1,1,1,0
2.875693682,1,1,1,1,1,1,0
2.875743602,1,1,1,1,1,1,0
2.875793522,1,1,1,1,1,1,0
2.875843442,1,1,1,0,1,1,0
2.875893362,0,0,0,0,0,0,1
2.875943282,0,0,0,0,0,0,1
2.875993202,0,0,0,0,0,0,1
2.876043122,0,0,0,0,0,0,1
2.876093042,0,0,0,0,0,0,1
2.876142962,0,0,0,0,0,0,1
2.876192882,0,0,0,0,0,0,1
2.876242802,0,0,0,0,0,0,1
2.876292722,0,0,0,0,0,0,1
2.876342642,0,0,0,0,0,0,1
2.876392562,0,0,0,0,0,0,1
2.876442482,0,0,0,0,0,0,1
2.876492402,0,0,0,0,0,0,0
2.876542322,0,0,0,0,0,0,0
2.876592242,0,0,0,0,0,0,0
2.876642162,0,0,0,0,0,0,0
2.876692082,0,0,0,0,0,0,0
2.876742002,0,0,0,0,0,0,0
2.876791922,0,0,0,0,0,0,0
2.876841842,0,0,0,0,0,0,0
2.876891762,0,0,0,0,0,0,0
2.876941682,0,0,0,0,0,0,0
2.876991602,0,0,0,0,0,0,0
2.877041522,0,0,0,0,0,0,0
2.877091442,0,0,0,0,0,0,0
2.877141362,1,1,1,1,1,1,1
2.877191282,1,1,1,1,1,1,1
2.877241202,1,1,1,1,1,1,1
2.877291122,1,1,1,1,1,1,1
2.877341042,1,1,1,1,1,1,1
2.877390962,1,1,1,1,1,1,1
2.877440882,1,1,1,1,1,1,1
2.877490802,1,1,1,1,1,1,1
2.877540722,1,1,1,1,1,1,1
2.877590642,1,1,1,1,1,1,1
2.877640562,1,1,1,1,1,1,1
2.877690482,1,1,1,1,1,1,0
2.877740402,1,1,1,1,1,1,0
2.877790322,1,1,1,1,1,1,0
2.877840242,1,1,1,1,1,1,0
2.877890162,1,1,1,1,1,1,0
2.877940082,1,1,1,1,1,1,0
2.877990002,1,1,1,1,1,1,0
2.878039922,1,1,1,1,1,1,0
2.878089842,1,1,1,1,1,1,0
2.878139762,1,1,1,1,1,1,0
2.878189682,1,1,1,1,1,1,0
2.878239602,1,1,1,1,1,1,0
2.878289522,1,1,1,1,1,1,0
2.878339442,1,0,1,0,1,1,1
2.878389362,0,0,0,0,0,0,1
2.878439282,0,0,0,0,0,0,1
2.878489202,0,0,0,0,0,0,1
2.878539122,0,0,0,0,0,0,1
2.878589042,0,0,0,0,0,0,1
2.878638962,0,0,0,0,0,0,1
2.878688882,0,0,0,0,0,0,1
2.878738802,0,0,0,0,0,0,1
2.878788722,0,0,0,0,0,0,1
2.878838642,0,0,0,0,0,0,1
2.878888562,0,0,0,0,0,0,1
2.878938482,0,0,0,0,0,0,0
2.878988402,0,0,0,0,0,0,0
2.879038322,0,0,0,0,0,0,0
2.879088242,0,0,0,0,0,0,0
2.879138162,0,0,0,0,0,0,0
2.879188082,0,0,0,0,0,0,0
2.879238002,0,0,0,0,0,0,0
2.879287922,0,0,0,0,0,0,0
2.879337842,0,0,0,0,0,0,0
2.879387762,0,0,0,0,0,0,0
2.879437682,0,0,0,0,0,0,0
2.879487602,0,0,0,0,0,0,0
2.879537522,0,0,0,0,0,0,0
2.879587442,0,0,0,1,0,0,1
2.879637362,1,1,1,1,1,1,1
2.879687282,1,1,1,1,1,1,1
2.879737202,1,1,1,1,1,1,1
2.879787122,1,1,1,1,1,1,1
2.879837042,1,1,1,1,1,1,1
2.879886962,1,1,1,1,1,1,1
2.879936882,1,1,1,1,1,1,1
2.879986802,1,1,1,1,1,1,1
2.880036722,1,1,1,1,1,1,1
2.880086642,1,1,1,1,1,1,1
2.880136562,1,1,1,1,1,1,1
2.880186482,1,1,1,1,1,1,0
2.880236402,1,1,1,1,1,1,0
2.880286322,1,1,1,1,1,1,0
2.880336242,1,1,1,1,1,1,0
2.880386162,1,1,1,1,1,1,0
2.880436082,1,1,1,1,1,1,0
2.880486002,1,1,1,1,1,1,0
2.880535922,1,1,1,1,1,1,0
2.880585842,1,1,1,1,1,1,0
2.880635762,1,1,1,1,1,1,0
2.880685682,1,1,1,1,1,1,0
2.880735602,1,1,1,1,1,1,0
2.880785522,1,1,1,1,1,1,0
2.880835442,0,0,1,0,0,0,1
2.880885362,0,0,0,0,0,0,1
2.880935282,0,0,0,0,0,0,1
2.880985202,0,0,0,0,0,0,1
2.881035122,0,0,0,0,0,0,1
2.881085042,0,0,0,0,0,0,1
2.881134962,0,0,0,0,0,0,1
2.881184882,0,0,0,0,0,0,1
2.881234802,0,0,0,0,0,0,1
2.881284722,0,0,0,0,0,0,1
2.881334642,0,0,0,0,0,0,1
2.881384562,0,0,0,0,0,0,1
2.881434482,0,0,0,0,0,0,0
2.881484402,0,0,0,0,0,0,0
2.881534322,0,0,0,0,0,0,0
2.881584242,0,0,0,0,0,0,0
2.881634162,0,0,0,0,0,0,0
2.881684082,0,0,0,0,0,0,0
2.881734002,0,0,0,0,0,0,0
2.881783922,0,0,0,0,0,0,0
2.881833842,0,0,0,0,0,0,0
2.881883762,0,0,0,0,0,0,0
2.881933682,0,0,0,0,0,0,0
2.881983602,0,0,0,0,0,0,0
2.882033522,0,0,0,0,0,0,0
2.882083442,0,1,0,1,0,0,1
2.882133362,1,1,1,1,1,1,1
2.882183282,1,1,1,1,1,1,1
2.882233202,1,1,1,1,1,1,1
2.882283122,1,1,1,1,1,1,1
2.882333042,1,1,1,1,1,1,1
2.882382962,1,1,1,1,1,1,1
2.882432882,1,1,1,1,1,1,1
2.882482802,1,1,1,1,1,1,1
2.882532722,1,1,1,1,1,1,1
2.882582642,1,1,1,1,1,1,1
2.882632562,1,1,1,1,1,1,1
2.882682482,1,1,1,1,1,1,0
2.882732402,1,1,1,1,1,1,0
2.882782322,1,1,1,1,1,1,0
2.882832242,1,1,1,1,1,1,0
2.882882162,1,1,1,1,1,1,0
2.882932082,1,1,1,1,1,1,0
2.882982002,1,1,1,1,1,1,0
2.883031922,1,1,1,1,1,1,0
2.883081842,1,1,1,1,1,1,0
2.883131762,1,1,1,1,1,1,0
2.883181682,1,1,1,1,1,1,0
2.883231602,1,1,1,1,1,1,0
2.883281522,1,1,1,1,1,1,0
2.883331442,1,1,1,1,1,1,1
2.883381362,1,1,1,1,1,1,1
2.883431282,1,1,1,1,1,1,1
2.883481202,1,1,1,1,1,1,1
2.883531122,1,1,1,1,1,1,1
2.883581042,1,1,1,1,1,1,1
2.883630962,1,1,1,1,1,1,1
2.883680882,1,1,1,1,1,1,1
2.883730802,1,1,1,1,1,1,1
2.883780722,1,1,1,1,1,1,1
2.883830642,1,1,1,1,1,1,1
2.883880562,1,1,1,1,1,1,1
2.883930482,1,1,1,1,1,1,0
2.883980402,1,1,1,1,1,1,0
2.884030322,1,1,1,1,1,1,0
2.884080242,1,1,1,1,1,1,0
2.884130162,1,1,1,1,1,1,0
2.884180082,1,1,1,1,1,1,0
2.884230002,1,1,1,1,1,1,0
2.884279922,1,1,1,1,1,1,0
2.884329842,1,1,1,1,1,1,0
2.884379762,1,1,1,1,1,1,0
2.884429682,1,1,1,1,1,1,0
2.884479602,1,1,1,1,1,1,0
2.884529522,1,1,1,1,1,1,0
2.884579442,1,1,1,1,1,1,1
2.884629362,1,1,1,1,1,1,1
2.884679282,1,1,1,1,1,1,1
2.884729202,1,1,1,1,1,1,1
2.884779122,1,1,1,1,1,1,1
2.884829042,1,1,1,1,1,1,1
2.884878962,1,1,1,1,1,1,1
2.884928882,1,1,1,1,1,1,1
2.884978802,1,1,1,1,1,1,1
2.885028722,1,1,1,1,1,1,1
2.885078642,1,1,1,1,1,1,1
2.885128562,1,1,1,1,1,1,1
2.885178482,1,1,1,1,1,1,0
2.885228402,1,1,1,1,1,1,0
2.885278322,1,1,1,1,1,1,0
2.885328242,1,1,1,1,1,1,0
2.885378162,1,1,1,1,1,1,0
2.885428082,1,1,1,1,1,1,0
2.885478002,1,1,1,1,1,1,0
2.885527922,1,1,1,1,1,1,0
2.885577842,1,1,1,1,1,1,0
2.885627762,1,1,1,1,1,1,0
2.885677682,1,1,1,1,1,1,0
2.885727602,1,1,1,1,1,1,0
2.885777522,1,1,1,0,1,0,0
2.885827442,0,0,0,0,0,0,1
2.885877362,0,0,0,0,0,0,1
2.885927282,0,0,0,0,0,0,1
2.885977202,0,0,0,0,0,0,1
2.886027122,0,0,0,0,0,0,1
2.886077042,0,0,0,0,0,0,1
2.886126962,0,0,0,0,0,0,1
2.886176882,0,0,0,0,0,0,1
2.886226802,0,0,0,0,0,0,1
2.886276722,0,0,0,0,0,0,1
2.886326642,0,0,0,0,0,0,1
2.886376562,0,0,0,0,0,0,1
2.886426482,0,0,0,0,0,0,0
2.886476402,0,0,0,0,0,0,0
2.886526322,0,0,0,0,0,0,0
2.886576242,0,0,0,0,0,0,0
2.886626162,0,0,0,0,0,0,0
2.886676082,0,0,0,0,0,0,0
2.886726002,0,0,0,0,0,0,0
2.886775922,0,0,0,0,0,0,0
2.886825842,0,0,0,0,0,0,0
2.886875762,0,0,0,0,0,0,0
2.886925682,0,0,0,0,0,0,0
2.886975602,0,0,0,0,0,0,0
