Time [s],Channel 0
1.060318322,-0.002
1.060368242,-0.002
1.060418162,-0.002
1.060468082,-0.002
1.060518002,-0.002
1.060567922,-0.002
1.060617842,-0.002
1.060667762,-0.002
1.060717682,-0.002
1.060767602,-0.002
1.060817522,-0.002
1.060867442,-0.002
1.060917362,-0.002
1.060967282,-0.002
1.061017202,-0.002
1.061067122,-0.002
1.061117042,-0.002
1.061166962,-0.002
1.061216882,-0.002
1.061266802,-0.002
1.061316722,-0.007
1.061366642,-0.002
1.061416562,-0.002
1.061466482,-0.002
1.061516402,-0.007
1.061566322,-0.002
1.061616242,-0.002
1.061666162,-0.002
1.061716082,-0.002
1.061766002,-0.002
1.061815922,-0.007
1.061865842,-0.002
1.061915762,-0.007
1.061965682,-0.002
1.062015602,-0.002
1.062065522,-0.002
1.062115442,-0.002
1.062165362,-0.007
1.062215282,-0.002
1.062265202,-0.002
1.062315122,-0.002
1.062365042,-0.002
1.062414962,-0.002
1.062464882,-0.007
1.062514802,-0.002
1.062564722,-0.007
1.062614642,-0.002
1.062664562,-0.007
1.062714482,-0.002
1.062764402,-0.002
1.062814322,-0.002
1.062864242,-0.007
1.062914162,-0.002
1.062964082,-0.002
1.063014002,-0.007
1.063063922,-0.002
1.063113842,-0.007
1.063163762,-0.007
1.063213682,-0.007
1.063263602,-0.002
1.063313522,-0.002
1.063363442,-0.007
1.063413362,-0.007
1.063463282,-0.002
1.063513202,-0.007
1.063563122,-0.002
1.063613042,-0.007
1.063662962,-0.002
1.063712882,-0.002
1.063762802,-0.002
1.063812722,-0.007
1.063862642,-0.002
1.063912562,-0.007
1.063962482,-0.002
1.064012402,-0.002
1.064062322,-0.007
1.064112242,-0.002
1.064162162,-0.002
1.064212082,-0.002
1.064262002,-0.002
1.064311922,-0.002
1.064361842,-0.007
1.064411762,-0.002
1.064461682,-0.002
1.064511602,-0.007
1.064561522,-0.002
1.064611442,-0.007
1.064661362,-0.002
1.064711282,-0.002
1.064761202,-0.007
1.064811122,-0.007
1.064861042,-0.002
1.064910962,-0.002
1.064960882,-0.002
1.065010802,-0.002
1.065060722,-0.002
1.065110642,-0.002
1.065160562,-0.002
1.065210482,-0.007
1.065260402,-0.002
1.065310322,-0.002
1.065360242,-0.007
1.065410162,-0.002
1.065460082,-0.002
1.065510002,-0.002
1.065559922,-0.007
1.065609842,-0.007
1.065659762,-0.002
1.065709682,-0.002
1.065759602,-0.002
1.065809522,-0.007
1.065859442,-0.002
1.065909362,-0.002
1.065959282,-0.007
1.066009202,-0.002
1.066059122,-0.002
1.066109042,-0.007
1.066158962,-0.007
1.066208882,-0.002
1.066258802,-0.007
1.066308722,-0.007
1.066358642,-0.002
1.066408562,-0.002
1.066458482,-0.007
1.066508402,-0.007
1.066558322,-0.002
1.066608242,-0.007
1.066658162,-0.007
1.066708082,-0.002
1.066758002,-0.007
1.066807922,-0.007
1.066857842,-0.002
1.066907762,-0.007
1.066957682,-0.007
1.067007602,-0.007
1.067057522,-0.002
1.067107442,-0.007
1.067157362,-0.007
1.067207282,-0.007
1.067257202,-0.007
1.067307122,-0.007
1.067357042,-0.007
1.067406962,-0.002
1.067456882,-0.002
1.067506802,-0.002
1.067556722,-0.002
1.067606642,-0.002
1.067656562,-0.002
1.067706482,-0.007
1.067756402,-0.002
1.067806322,-0.002
1.067856242,-0.002
1.067906162,-0.002
1.067956082,-0.002
1.068006002,-0.002
1.068055922,-0.002
1.068105842,-0.002
1.068155762,-0.007
1.068205682,-0.002
1.068255602,-0.002
1.068305522,-0.002
1.068355442,-0.007
1.068405362,-0.002
1.068455282,-0.002
1.068505202,-0.002
1.068555122,-0.002
1.068605042,-0.002
1.068654962,-0.007
1.068704882,-0.002
1.068754802,-0.007
1.068804722,-0.007
1.068854642,-0.007
1.068904562,-0.002
1.068954482,-0.002
1.069004402,-0.002
1.069054322,-0.007
1.069104242,-0.002
1.069154162,-0.007
1.069204082,-0.002
1.069254002,-0.002
1.069303922,-0.007
1.069353842,-0.002
1.069403762,-0.007
1.069453682,-0.002
1.069503602,-0.007
1.069553522,-0.002
1.069603442,-0.002
1.069653362,-0.002
1.069703282,-0.007
1.069753202,-0.002
1.069803122,-0.002
1.069853042,-0.002
1.069902962,-0.007
1.069952882,-0.002
1.070002802,-0.007
1.070052722,-0.007
1.070102642,-0.007
1.070152562,-0.002
1.070202482,-0.002
1.070252402,-0.002
1.070302322,-0.007
1.070352242,-0.007
1.070402162,-0.002
1.070452082,-0.007
1.070502002,-0.007
