Time,Channel 2
2.875431520,1
2.875558560,0
2.875810880,1
2.875941920,0
2.876067040,1
2.876196160,0
2.876321280,1
2.876450400,0
2.876575680,1
2.876704800,0
2.876829920,1
2.876956960,0
2.877209280,1
2.877467520,0
2.877719680,1
2.877976000,0
2.878101120,1
2.878230240,0
2.878565920,1
2.879783520,0
2.879878720,1
2.880009920,0
2.880389280,1
2.880772640,0
2.881150080,1
2.881535360,0
2.881914720,1
2.882171040,0
2.882421280,1
2.882679520,0
2.882931680,1
2.883060800,0
2.883440160,1
2.883569280,0
2.883692480,1
2.883950720,0
2.884330080,1
2.884586400,0
2.884963680,1
2.885094880,0
2.885474240,1
2.885857600,0
2.886235040,1
2.886620320,0
2.886999680,1
2.887256000,0
2.887506240,1
2.887764480,0
2.888016640,1
2.888145760,0
2.888525120,1
2.888654240,0
2.888777440,1
2.889035680,0
2.889415040,1
2.889671360,0
2.890175840,1
2.890434080,0
2.890559200,1
2.890688320,0
2.890813440,1
2.890942560,0
2.891067680,1
2.891196800,0
2.891574080,1
2.891832320,0
2.891957440,1
2.892086560,0
2.892211840,1
2.892340800,0
2.892593120,1
2.892720320,0
2.892972480,1
2.893230720,0
2.893355840,1
2.893484960,0
2.893610080,1
2.893739200,0
2.893864320,1
2.893993440,0
2.894370880,1
2.894629120,0
2.894754240,1
2.894883360,0
2.895135680,1
2.895391840,0
2.895769280,1
2.896027520,0
2.896279680,1
2.896408800,0
2.896533920,1
2.896790240,0
2.897167520,1
2.897298720,0
2.897423840,1
2.897680000,0
2.897805280,1
2.897934240,0
2.898059520,1
2.898188640,0
2.898565920,1
2.898824160,0
2.899076480,1
2.899332640,0
2.899457760,1
2.899586880,0
2.899964320,1
2.900222560,0
2.900347680,1
2.900476800,0
2.900729120,1
2.900858240,0
2.900983360,1
2.901110400,0
2.901362720,1
2.901620960,0
2.901873120,1
2.902129440,0
2.902381600,1
2.902508800,0
2.902760960,1
2.902892160,0
2.903017280,1
2.903273440,0
2.903398720,1
2.903527680,0
2.903780000,1
2.903907200,0
2.904159360,1
2.904417600,0
2.904542720,1
2.904671840,0
2.904796960,1
2.904926080,0
2.905051200,1
2.905180320,0
2.905557760,1
2.905816000,0
2.905941120,1
2.906070240,0
2.906195360,1
2.906324480,0
2.906449600,1
2.906578720,0
2.906956160,1
2.907214400,0
2.907466560,1
2.907595680,0
2.907720800,1
2.907977120,0
2.908354400,1
2.908612640,0
2.908737760,1
2.908866880,0
2.908992160,1
2.909121120,0
2.909246400,1
2.909375520,0
2.909752800,1
2.909884000,0
2.910009120,1
2.910138240,0
2.910263360,1
2.910519520,0
2.910771840,1
2.910898880,0
2.911151200,1
2.911409440,0
2.911661600,1
2.911917920,0
2.912043040,1
2.912172160,0
2.912549600,1
2.912807840,0
2.913060000,1
2.913189120,0
2.913314240,1
2.913443360,0
2.913568480,1
2.913695680,0
2.913947840,1
2.914079040,0
2.914204160,1
2.914333280,0
2.914458400,1
2.914714560,0
2.914839840,1
2.914968960,0
2.915346240,1
2.915604480,0
2.915856800,1
2.915985920,0
2.916111040,1
2.916240160,0
2.916365280,1
2.916492320,0
2.916744640,1
2.917002880,0
2.917128000,1
2.917257120,0
2.917382240,1
2.917511360,0
2.917763680,1
2.917890720,0
2.918143040,1
2.918274080,0
2.918399200,1
2.918528320,0
2.918653440,1
2.918782560,0
2.918907680,1
2.919036800,0
2.919161920,1
2.919289120,0
2.919541280,1
2.919799520,0
2.920051840,1
2.920308000,0
2.920433280,1
2.920562240,0
2.920897920,1
2.922115520,0
2.922210880,1
2.922341920,0
2.922721440,1
2.923104800,0
2.923482080,1
2.923867520,0
2.924246880,1
2.924503040,0
2.924753440,1
2.925011520,0
2.925263840,1
2.925392960,0
2.925772320,1
2.925901440,0
2.926024640,1
2.926282880,0
2.926662240,1
2.926918400,0
2.927295840,1
2.927426880,0
2.927806240,1
2.928189760,0
2.928567040,1
2.928952480,0
2.929331840,1
2.929588000,0
2.929838240,1
2.930096480,0
2.930348800,1
2.930477920,0
2.930857280,1
2.930986400,0
2.931109600,1
2.931367840,0
2.931747200,1
2.932003360,0
2.932507840,1
2.932766080,0
2.932891200,1
2.933020320,0
2.933145440,1
2.933274560,0
2.933399680,1
2.933528800,0
2.933906240,1
2.934164480,0
2.934289600,1
2.934418720,0
2.934543840,1
2.934672960,0
2.934925280,1
2.935052320,0
2.935304640,1
2.935562880,0
2.935688000,1
2.935817120,0
2.935942240,1
2.936071360,0
2.936196480,1
2.936325600,0
2.936703040,1
2.936961280,0
2.937086400,1
2.937215520,0
2.937467680,1
2.937724000,0
2.938101280,1
2.938359520,0
2.938611840,1
2.938740960,0
2.938866080,1
2.939122240,0
2.939499680,1
2.939630880,0
2.939756000,1
2.940012160,0
2.940137280,1
2.940266400,0
2.940391520,1
2.940520640,0
2.940898080,1
2.941156320,0
2.941408480,1
2.941664800,0
2.941789920,1
2.941919040,0
2.942296480,1
2.942554720,0
2.942679840,1
2.942808960,0
2.943061120,1
2.943190240,0
2.943315360,1
2.943442560,0
2.943694720,1
2.943952960,0
2.944205280,1
2.944461440,0
2.944713760,1
2.944840960,0
2.945093120,1
2.945224160,0
2.945349440,1
2.945605600,0
2.945730720,1
2.945859840,0
2.946112160,1
2.946239200,0
2.946491520,1
2.946749760,0
2.946874880,1
2.947004000,0
2.947129120,1
2.947258240,0
2.947383360,1
2.947512480,0
2.947889920,1
2.948148000,0
2.948273280,1
2.948402400,0
2.948527520,1
2.948656640,0
2.948781760,1
2.948910880,0
2.949288160,1
2.949546400,0
2.949798720,1
2.949927840,0
2.950052960,1
2.950309120,0
2.950686560,1
2.950944800,0
2.951069920,1
2.951199040,0
2.951324160,1
2.951453280,0
2.951578400,1
2.951707520,0
2.952084960,1
2.952216000,0
2.952341120,1
2.952470240,0
2.952595360,1
2.952851680,0
2.953103840,1
2.953231040,0
2.953483360,1
2.953741440,0
2.953993760,1
2.954250080,0
2.954375200,1
2.954504320,0
2.954881600,1
2.955139840,0
2.955392160,1
2.955521280,0
2.955646400,1
2.955775520,0
2.955900640,1
2.956027680,0
2.956280000,1
2.956411040,0
2.956536320,1
2.956665280,0
2.956790560,1
2.957046720,0
2.957171840,1
2.957300960,0
2.957678400,1
2.957936640,0
2.958188800,1
2.958317920,0
2.958443040,1
2.958572160,0
2.958697280,1
2.958824480,0
2.959076800,1
2.959334880,0
2.959460160,1
2.959589120,0
2.959714400,1
2.959843520,0
2.960095680,1
2.960222880,0
2.960475040,1
2.960606240,0
2.960731360,1
2.960860480,0
2.960985600,1
2.961114720,0
2.961239840,1
2.961368960,0
2.961494080,1
2.961621120,0
2.961873440,1
2.962131680,0
2.962384000,1
2.962640160,0
2.962765280,1
2.962894400,0
2.963526080,1
2.963657120,0
2.964036480,1
2.964419840,0
2.964797280,1
2.965182560,0
2.965562080,1
2.965818240,0
2.966068480,1
2.966326720,0
2.966579040,1
2.966708160,0
2.967087520,1
2.967216640,0
2.967339680,1
2.967597920,0
2.967977280,1
2.968233600,0
2.968611040,1
2.968742080,0
2.969121440,1
2.969504800,0
2.969882240,1
2.970267520,0
2.970646880,1
2.970903200,0
2.971153440,1
2.971411680,0
2.971664000,1
2.971793120,0
2.972172480,1
2.972301600,0
2.972424640,1
2.972682880,0
2.973062240,1
2.973318560,0
2.973823040,1
2.974081280,0
2.974206400,1
2.974335520,0
2.974460640,1
2.974589760,0
2.974714880,1
2.974844000,0
2.975221440,1
2.975479680,0
2.975604800,1
2.975733920,0
2.975859040,1
2.975988160,0
2.976240320,1
2.976367520,0
2.976619840,1
2.976877920,0
2.977003200,1
2.977132160,0
2.977257440,1
2.977386560,0
2.977511680,1
2.977640800,0
2.978018080,1
2.978276320,0
2.978401440,1
2.978530560,0
2.978782880,1
2.979039040,0
2.979416480,1
2.979674720,0
2.979927040,1
2.980056000,0
2.980181280,1
2.980437440,0
2.980814880,1
2.980945920,0
2.981071040,1
2.981327360,0
2.981452480,1
2.981581600,0
2.981706720,1
2.981835840,0
2.982213280,1
2.982471360,0
2.982723680,1
2.982980000,0
2.983105120,1
2.983234240,0
2.983611520,1
2.983869760,0
2.983994880,1
2.984124000,0
2.984376320,1
2.984505440,0
2.984630560,1
2.984757600,0
2.985009920,1
2.985268160,0
2.985520480,1
2.985776640,0
2.986028960,1
2.986156000,0
2.986408320,1
2.986539360,0
2.986664480,1
2.986920800,0
2.987045920,1
2.987175040,0
2.987427200,1
2.987554400,0
2.987806560,1
2.988064800,0
2.988189920,1
2.988319040,0
2.988444320,1
2.988573440,0
2.988698560,1
2.988827680,0
2.989204960,1
2.989463200,0
2.989588320,1
2.989717440,0
2.989842560,1
2.989971680,0
2.990096800,1
2.990225920,0
2.990603360,1
2.990861600,0
2.991113760,1
2.991242880,0
2.991368160,1
2.991624320,0
2.992001760,1
2.992260000,0
2.992385120,1
2.992514240,0
2.992639360,1
2.992768480,0
2.992893600,1
2.993022720,0
2.993400000,1
2.993531200,0
2.993656320,1
2.993785440,0
2.993910560,1
2.994166720,0
2.994419040,1
2.994546240,0
2.994798400,1
2.995056640,0
2.995308960,1
2.995565120,0
2.995690240,1
2.995819360,0
2.996196800,1
2.996455040,0
2.996707200,1
2.996836320,0
2.996961600,1
2.997090560,0
2.997215840,1
2.997342880,0
2.997595200,1
2.997726240,0
2.997851360,1
2.997980480,0
2.998105600,1
2.998361920,0
2.998487040,1
2.998616160,0
2.998993440,1
2.999251680,0
2.999504000,1
2.999633120,0
2.999758240,1
2.999887360,0
3.000012480,1
3.000139680,0
3.000391840,1
3.000650080,0
3.000775200,1
3.000904320,0
3.001029440,1
3.001158560,0
3.001410880,1
3.001537920,0
3.001790240,1
3.001921280,0
3.002046400,1
3.002175520,0
3.002300640,1
3.002429760,0
3.002554880,1
3.002684000,0
3.002809280,1
3.002936320,0
3.003188640,1
3.003446880,0
3.003699040,1
3.003955360,0
3.004080480,1
3.004209600,0
3.004608800,1
3.005768800,0
3.005858080,1
3.005989280,0
3.006368640,1
3.006752000,0
3.007129440,1
3.007514720,0
3.007894080,1
3.008150400,0
3.008400640,1
3.008658880,0
3.008911040,1
3.009040160,0
3.009419520,1
3.009548640,0
3.009671840,1
3.009930080,0
3.010309440,1
3.010565600,0
3.010943040,1
3.011074240,0
3.011453600,1
3.011836960,0
3.012214240,1
3.012599680,0
3.012979040,1
3.013235200,0
3.013485600,1
3.013743680,0
3.013996000,1
3.014125120,0
3.014504480,1
3.014633600,0
3.014756800,1
3.015015040,0
3.015394400,1
3.015650560,0
3.016155200,1
3.016413280,0
3.016538560,1
3.016667520,0
3.016792800,1
3.016921920,0
3.017047040,1
3.017176160,0
3.017553440,1
3.017811680,0
3.017936800,1
3.018065920,0
3.018191040,1
3.018320160,0
3.018572480,1
3.018699520,0
3.018951840,1
3.019210080,0
3.019335200,1
3.019464320,0
3.019589440,1
3.019718560,0
3.019843680,1
3.019972800,0
3.020350240,1
3.020608480,0
3.020733600,1
3.020862720,0
3.021114880,1
3.021371200,0
3.021748480,1
3.022006720,0
3.022259040,1
3.022388160,0
3.022513280,1
3.022769440,0
3.023146880,1
3.023278080,0
3.023403200,1
3.023659360,0
3.023784480,1
3.023913600,0
3.024038720,1
3.024167840,0
3.024545280,1
3.024803520,0
3.025055680,1
3.025312000,0
3.025437120,1
3.025566240,0
3.025943680,1
3.026201920,0
3.026327040,1
3.026456160,0
3.026708320,1
3.026837440,0
3.026962560,1
3.027089760,0
3.027341920,1
3.027600160,0
3.027852480,1
3.028108640,0
3.028360960,1
3.028488000,0
3.028740320,1
3.028871360,0
3.028996640,1
3.029252800,0
3.029377920,1
3.029507040,0
3.029759360,1
3.029886400,0
3.030138720,1
3.030396960,0
3.030522080,1
3.030651200,0
3.030776320,1
3.030905440,0
3.031030560,1
3.031159680,0
3.031537120,1
3.031795200,0
3.031920480,1
3.032049440,0
3.032174720,1
3.032303840,0
3.032428960,1
3.032558080,0
3.032935360,1
3.033193600,0
3.033445920,1
3.033575040,0
3.033700160,1
3.033956320,0
3.034333760,1
3.034592000,0
3.034717120,1
3.034846240,0
3.034971360,1
3.035100480,0
3.035225600,1
3.035354720,0
3.035732160,1
3.035863200,0
3.035988320,1
3.036117440,0
3.036242560,1
3.036498880,0
3.036751040,1
3.036878240,0
3.037130400,1
3.037388640,0
3.037640960,1
3.037897120,0
3.038022400,1
3.038151360,0
3.038528800,1
3.038787040,0
3.039039360,1
3.039168480,0
3.039293600,1
3.039422720,0
3.039547840,1
3.039674880,0
3.039927200,1
3.040058240,0
3.040183360,1
3.040312480,0
3.040437600,1
3.040693920,0
3.040819040,1
3.040948160,0
3.041325600,1
3.041583840,0
3.041836000,1
3.041965120,0
3.042090240,1
3.042219360,0
3.042344480,1
3.042471680,0
3.042723840,1
3.042982080,0
3.043107200,1
3.043236320,0
3.043361440,1
3.043490560,0
3.043742880,1
3.043870080,0
3.044122240,1
3.044253280,0
3.044378560,1
3.044507680,0
3.044632800,1
3.044761920,0
3.044887040,1
3.045016160,0
3.045141280,1
3.045268320,0
3.045520640,1
3.045778880,0
3.046031040,1
3.046287360,0
3.046412480,1
3.046541600,0
3.046940800,1
3.048100800,0
3.048190080,1
3.048321280,0
3.048700640,1
3.049084000,0
3.049461440,1
3.049846720,0
3.050226080,1
3.050482400,0
3.050732640,1
3.050990880,0
3.051243040,1
3.051372160,0
3.051751520,1
3.051880640,0
3.052003840,1
3.052262080,0
3.052641440,1
3.052897760,0
3.053275040,1
3.053406240,0
3.053785600,1
3.054168960,0
3.054546240,1
3.054931680,0
3.055311040,1
3.055567200,0
3.055817600,1
3.056075840,0
3.056328000,1
3.056457120,0
3.056836480,1
3.056965600,0
3.057088800,1
3.057347040,0
3.057726400,1
3.057982560,0
3.058487200,1
3.058745280,0
3.058870560,1
3.058999680,0
3.059124800,1
3.059253920,0
3.059379040,1
3.059508160,0
3.059885440,1
3.060143680,0
3.060268800,1
3.060397920,0
3.060523040,1
3.060652160,0
3.060904480,1
3.061031520,0
3.061283840,1
3.061542080,0
3.061667200,1
3.061796320,0
3.061921440,1
3.062050560,0
3.062175680,1
3.062304800,0
3.062682240,1
3.062940480,0
3.063065600,1
3.063194720,0
3.063446880,1
3.063703200,0
3.064080480,1
3.064338720,0
3.064591040,1
3.064720160,0
3.064845280,1
3.065101600,0
3.065478880,1
3.065610080,0
3.065735200,1
3.065991360,0
3.066116480,1
3.066245600,0
3.066370720,1
3.066499840,0
3.066877280,1
3.067135520,0
3.067387680,1
3.067644000,0
3.067769120,1
3.067898240,0
3.068275680,1
3.068533920,0
3.068659040,1
3.068788160,0
3.069040320,1
3.069169440,0
3.069294560,1
3.069421760,0
3.069673920,1
3.069932160,0
3.070184480,1
3.070440640,0
3.070692960,1
3.070820160,0
3.071072320,1
3.071203360,0
3.071328640,1
3.071584800,0
3.071709920,1
3.071839040,0
3.072091360,1
3.072218400,0
3.072470720,1
3.072728960,0
3.072854080,1
3.072983200,0
3.073108320,1
3.073237440,0
3.073362560,1
3.073491680,0
3.073869120,1
3.074127200,0
3.074252480,1
3.074381440,0
3.074506720,1
3.074635840,0
3.074760960,1
3.074890080,0
3.075267360,1
3.075525600,0
3.075777920,1
3.075907040,0
3.076032160,1
3.076288320,0
3.076665760,1
3.076924000,0
3.077049120,1
3.077178240,0
3.077303360,1
3.077432480,0
3.077557600,1
3.077686720,0
3.078064160,1
3.078195200,0
3.078320320,1
3.078449440,0
3.078574560,1
3.078830880,0
3.079083040,1
3.079210240,0
3.079462400,1
3.079720640,0
3.079972960,1
3.080229120,0
3.080354240,1
3.080483360,0
3.080860800,1
3.081119040,0
3.081371360,1
3.081500480,0
3.081625600,1
3.081754720,0
3.081879840,1
3.082006880,0
3.082259200,1
3.082390240,0
3.082515360,1
3.082644480,0
3.082769600,1
3.083025920,0
3.083151040,1
3.083280160,0
3.083657600,1
3.083915680,0
3.084168000,1
3.084297120,0
3.084422240,1
3.084551360,0
3.084676480,1
3.084803680,0
3.085055840,1
3.085314080,0
3.085439200,1
3.085568320,0
3.085693440,1
3.085822560,0
3.086074880,1
3.086201920,0
3.086454240,1
3.086585280,0
3.086710400,1
3.086839520,0
3.086964800,1
3.087093760,0
3.087219040,1
3.087348160,0
3.087473280,1
3.087600320,0
3.087852640,1
3.088110880,0
3.088363040,1
3.088619360,0
3.088744480,1
3.088873600,0
3.089505120,1
3.089636320,0
3.090015680,1
3.090399040,0
3.090776480,1
3.091161760,0
3.091541120,1
3.091797440,0
3.092047680,1
3.092305920,0
3.092558080,1
3.092687200,0
3.093066560,1
3.093195680,0
3.093318880,1
3.093577120,0
3.093956480,1
3.094212800,0
3.094590080,1
3.094721280,0
3.095100640,1
3.095484000,0
3.095861280,1
3.096246720,0
3.096626080,1
3.096882400,0
3.097132640,1
3.097390880,0
3.097643040,1
3.097772160,0
3.098151520,1
3.098280640,0
3.098403840,1
3.098662080,0
3.099041440,1
3.099297600,0
3.099802240,1
3.100060480,0
3.100185600,1
3.100314720,0
3.100439840,1
3.100568960,0
3.100694080,1
3.100823200,0
3.101200480,1
3.101458720,0
3.101583840,1
3.101712960,0
3.101838080,1
3.101967200,0
3.102219520,1
3.102346560,0
3.102598880,1
3.102857120,0
3.102982240,1
3.103111360,0
3.103236480,1
3.103365600,0
3.103490720,1
3.103619840,0
3.103997280,1
3.104255520,0
3.104380640,1
3.104509760,0
3.104761920,1
3.105018240,0
3.105395680,1
3.105653760,0
3.105906080,1
3.106035200,0
3.106160320,1
3.106416640,0
3.106793920,1
3.106925120,0
3.107050240,1
3.107306400,0
3.107431520,1
3.107560640,0
3.107685760,1
3.107814880,0
3.108192320,1
3.108450560,0
3.108702720,1
3.108959040,0
3.109084160,1
3.109213280,0
3.109590720,1
3.109848960,0
3.109974080,1
3.110103200,0
3.110355360,1
3.110484480,0
3.110609600,1
3.110736800,0
3.110988960,1
3.111247200,0
3.111499520,1
3.111755680,0
3.112008000,1
3.112135200,0
3.112387360,1
3.112518560,0
3.112643680,1
3.112899840,0
3.113024960,1
3.113154080,0
3.113406400,1
3.113533440,0
3.113785760,1
3.114044000,0
3.114169120,1
3.114298240,0
3.114423360,1
3.114552480,0
3.114677600,1
3.114806720,0
3.115184160,1
3.115442400,0
3.115567520,1
3.115696640,0
3.115821760,1
3.115950880,0
3.116076000,1
3.116205120,0
3.116582400,1
3.116840640,0
3.117092960,1
3.117222080,0
3.117347200,1
3.117603360,0
3.117980800,1
3.118239040,0
3.118364160,1
3.118493280,0
3.118618400,1
3.118747520,0
3.118872640,1
3.119001760,0
3.119379200,1
3.119510240,0
3.119635360,1
3.119764480,0
3.119889600,1
3.120145920,0
3.120398080,1
3.120525280,0
3.120777600,1
3.121035680,0
3.121288000,1
3.121544320,0
3.121669440,1
3.121798560,0
3.122175840,1
3.122434080,0
3.122686400,1
3.122815520,0
3.122940640,1
3.123069760,0
3.123194880,1
3.123321920,0
3.123574240,1
3.123705280,0
3.123830400,1
3.123959520,0
3.124084640,1
3.124340960,0
3.124466080,1
3.124595200,0
3.124972640,1
3.125230880,0
3.125483040,1
3.125612160,0
3.125737280,1
3.125866400,0
3.125991520,1
3.126118720,0
3.126370880,1
3.126629120,0
3.126754240,1
3.126883360,0
3.127008480,1
3.127137600,0
3.127389920,1
3.127517120,0
3.127769280,1
3.127900480,0
3.128025600,1
3.128154720,0
3.128279840,1
3.128408960,0
3.128534080,1
3.128663200,0
3.128788320,1
3.128915360,0
3.129167680,1
3.129425920,0
3.129678080,1
3.129934400,0
3.130059520,1
3.130188640,0
3.130587840,1
3.131747840,0
3.131837280,1
3.131968320,0
3.132347680,1
3.132731040,0
3.133108480,1
3.133493760,0
3.133873120,1
3.134129440,0
3.134379680,1
3.134637920,0
3.134890080,1
3.135019200,0
3.135398560,1
3.135527680,0
3.135650880,1
3.135909120,0
3.136288480,1
3.136544800,0
3.136922080,1
3.137053280,0
3.137432640,1
3.137816000,0
3.138193280,1
3.138578720,0
3.138958080,1
3.139214240,0
3.139464640,1
3.139722880,0
3.139975040,1
3.140104160,0
3.140483520,1
3.140612640,0
3.140735840,1
3.140994080,0
3.141373440,1
3.141629600,0
3.142134240,1
3.142392320,0
3.142517600,1
3.142646720,0
3.142771840,1
3.142900960,0
3.143026080,1
3.143155200,0
3.143532480,1
3.143790720,0
3.143915840,1
3.144044960,0
3.144170080,1
3.144299200,0
3.144551520,1
3.144678560,0
3.144930880,1
3.145189120,0
3.145314240,1
3.145443360,0
3.145568480,1
3.145697600,0
3.145822720,1
3.145951840,0
3.146329280,1
3.146587520,0
3.146712640,1
3.146841760,0
3.147093920,1
3.147350240,0
3.147727520,1
3.147985760,0
3.148238080,1
3.148367200,0
3.148492320,1
3.148748480,0
3.149125920,1
3.149257120,0
3.149382240,1
3.149638400,0
3.149763520,1
3.149892640,0
3.150017760,1
3.150146880,0
3.150524320,1
3.150782560,0
3.151034720,1
3.151291040,0
3.151416160,1
3.151545280,0
3.151922720,1
3.152180800,0
3.152306080,1
3.152435040,0
3.152687360,1
3.152816480,0
3.152941600,1
3.153068800,0
3.153320960,1
3.153579200,0
3.153831520,1
3.154087680,0
3.154340000,1
3.154467040,0
3.154719360,1
3.154850400,0
3.154975520,1
3.155231840,0
3.155356960,1
3.155486080,0
3.155738400,1
3.155865440,0
3.156117760,1
3.156376000,0
3.156501120,1
3.156630240,0
3.156755360,1
3.156884480,0
3.157009600,1
3.157138720,0
3.157516000,1
3.157774240,0
3.157899360,1
3.158028480,0
3.158153600,1
3.158282720,0
3.158407840,1
3.158536960,0
3.158914400,1
3.159172640,0
3.159424960,1
3.159554080,0
3.159679200,1
3.159935360,0
3.160312800,1
3.160571040,0
3.160696160,1
3.160825280,0
3.160950400,1
3.161079520,0
3.161204640,1
3.161333760,0
3.161711200,1
3.161842240,0
3.161967360,1
3.162096480,0
3.162221600,1
3.162477760,0
3.162730080,1
3.162857280,0
3.163109440,1
3.163367680,0
3.163620000,1
3.163876160,0
3.164001280,1
3.164130400,0
3.164507840,1
3.164766080,0
3.165018240,1
3.165147360,0
3.165272480,1
3.165401600,0
3.165526880,1
3.165653920,0
3.165906240,1
3.166037280,0
3.166162400,1
3.166291520,0
3.166416640,1
3.166672960,0
3.166798080,1
3.166927200,0
3.167304480,1
3.167562720,0
3.167815040,1
3.167944160,0
3.168069280,1
3.168198400,0
3.168323520,1
3.168450560,0
3.168702880,1
3.168961120,0
3.169086240,1
3.169215360,0
3.169340480,1
3.169469600,0
3.169721920,1
3.169848960,0
3.170101280,1
3.170232320,0
3.170357440,1
3.170486560,0
3.170611680,1
3.170740800,0
3.170865920,1
3.170995040,0
3.171120160,1
3.171247360,0
3.171499520,1
3.171757760,0
3.172010080,1
3.172266240,0
3.172391520,1
3.172520480,0
3.172919840,1
3.174079680,0
3.174169120,1
3.174300160,0
3.174679680,1
3.175063040,0
3.175440320,1
3.175825760,0
3.176205120,1
3.176461280,0
3.176711520,1
3.176969760,0
3.177222080,1
3.177351200,0
3.177730560,1
3.177859680,0
3.177982880,1
3.178241120,0
3.178620480,1
3.178876640,0
3.179254080,1
3.179385120,0
3.179764480,1
3.180147840,0
3.180525280,1
3.180910560,0
3.181290080,1
3.181546240,0
3.181796480,1
3.182054720,0
3.182307040,1
3.182436160,0
3.182815520,1
3.182944640,0
3.183067680,1
3.183325920,0
3.183705280,1
3.183961600,0
3.184466080,1
3.184724320,0
3.184849440,1
3.184978560,0
3.185103680,1
3.185232800,0
3.185357920,1
3.185487040,0
3.185864480,1
3.186122720,0
3.186247840,1
3.186376960,0
3.186502080,1
3.186631200,0
3.186883360,1
3.187010560,0
3.187262880,1
3.187520960,0
3.187646080,1
3.187775200,0
3.187900480,1
3.188029440,0
3.188154720,1
3.188283840,0
3.188661120,1
3.188919360,0
3.189044480,1
3.189173600,0
3.189425920,1
3.189682080,0
3.190059520,1
3.190317760,0
3.190569920,1
3.190699040,0
3.190824160,1
3.191080480,0
3.191457920,1
3.191588960,0
3.191714080,1
3.191970400,0
3.192095520,1
3.192224640,0
3.192349760,1
3.192478880,0
3.192856160,1
3.193114400,0
3.193366720,1
3.193622880,0
3.193748000,1
3.193877120,0
3.194254560,1
3.194512800,0
3.194637920,1
3.194767040,0
3.195019360,1
3.195148480,0
3.195273600,1
3.195400640,0
3.195652960,1
3.195911200,0
3.196163360,1
3.196419680,0
3.196671840,1
3.196799040,0
3.197051200,1
3.197182400,0
3.197307520,1
3.197563680,0
3.197688800,1
3.197817920,0
3.198070240,1
3.198197440,0
3.198449600,1
3.198707840,0
3.198832960,1
3.198962080,0
3.199087200,1
3.199216320,0
3.199341440,1
3.199470560,0
3.199848000,1
3.200106240,0
3.200231360,1
3.200360480,0
3.200485600,1
3.200614720,0
3.200739840,1
3.200868960,0
3.201246400,1
3.201504480,0
3.201756800,1
3.201885920,0
3.202011040,1
3.202267360,0
3.202644640,1
3.202902880,0
3.203028000,1
3.203157120,0
3.203282240,1
3.203411360,0
3.203536480,1
3.203665600,0
3.204043040,1
3.204174080,0
3.204299200,1
3.204428320,0
3.204553440,1
3.204809760,0
3.205062080,1
3.205189120,0
3.205441440,1
3.205699680,0
3.205951840,1
3.206208160,0
3.206333280,1
3.206462400,0
3.206839680,1
3.207097920,0
3.207350240,1
3.207479360,0
3.207604480,1
3.207733600,0
3.207858720,1
3.207985920,0
3.208238080,1
3.208369120,0
3.208494400,1
3.208623520,0
3.208748640,1
3.209004800,0
3.209129920,1
3.209259040,0
3.209636480,1
3.209894720,0
3.210146880,1
3.210276000,0
3.210401120,1
3.210530240,0
3.210655360,1
3.210782560,0
3.211034880,1
3.211292960,0
3.211418080,1
3.211547200,0
3.211672480,1
3.211801440,0
3.212053760,1
3.212180960,0
3.212433120,1
3.212564320,0
3.212689440,1
3.212818560,0
3.212943680,1
3.213072800,0
3.213197920,1
3.213327040,0
3.213452160,1
3.213579200,0
3.213831520,1
3.214089760,0
3.214341920,1
3.214598240,0
3.214723360,1
3.214852480,0
3.215484160,1
3.215615200,0
3.215994560,1
3.216377920,0
3.216755360,1
3.217140640,0
3.217520000,1
3.217776320,0
3.218026560,1
3.218284800,0
3.218536960,1
3.218666080,0
3.219045600,1
3.219174720,0
3.219297760,1
3.219556000,0
3.219935360,1
3.220191680,0
3.220568960,1
3.220700160,0
3.221079520,1
3.221462880,0
3.221840320,1
3.222225600,0
3.222604960,1
3.222861280,0
3.223111520,1
3.223369760,0
3.223621920,1
3.223751040,0
3.224130400,1
3.224259520,0
3.224382720,1
3.224640960,0
3.225020320,1
3.225276480,0
3.225781120,1
3.226039360,0
3.226164480,1
3.226293600,0
3.226418720,1
3.226547840,0
3.226672960,1
3.226802080,0
3.227179360,1
3.227437600,0
3.227562720,1
3.227691840,0
3.227816960,1
3.227946080,0
3.228198400,1
3.228325600,0
3.228577760,1
3.228836000,0
3.228961120,1
3.229090240,0
3.229215360,1
3.229344480,0
3.229469600,1
3.229598720,0
3.229976160,1
3.230234400,0
3.230359520,1
3.230488640,0
3.230740800,1
3.230997120,0
3.231374560,1
3.231632640,0
3.231884960,1
3.232014080,0
3.232139200,1
3.232395520,0
3.232772800,1
3.232904000,0
3.233029120,1
3.233285280,0
3.233410400,1
3.233539520,0
3.233664640,1
3.233793760,0
3.234171200,1
3.234429440,0
3.234681600,1
3.234937920,0
3.235063040,1
3.235192160,0
3.235569600,1
3.235827840,0
3.235952960,1
3.236082080,0
3.236334240,1
3.236463360,0
3.236588480,1
3.236715680,0
3.236967840,1
3.237226080,0
3.237478400,1
3.237734560,0
3.237986880,1
3.238114080,0
3.238366240,1
3.238497280,0
3.238622560,1
3.238878720,0
3.239003840,1
3.239132960,0
3.239385280,1
3.239512320,0
3.239764640,1
3.240022880,0
3.240148000,1
3.240277120,0
3.240402240,1
3.240531360,0
3.240656480,1
3.240785600,0
3.241163040,1
3.241421120,0
